,wa_id,Crownfunding,Lien,Don,Nb Tipers,Temps
97,7543,utip,https://utip.io/jday,[],7 219,2022-04-16 18:38:20.129944
98,2245633,utip,https://utip.io/directlemedia,[],[],2022-04-16 18:38:29.274107
99,492943,kisskissbankbank,https://www.kisskissbankbank.com/fr/projects/un-grand-peut-etre?utm_campaign=lesouffledesmots,[],[],2022-04-16 18:38:40.177445
100,2101345,paypal,https://www.paypal.me/UNIMAXyt,[],[],2022-04-16 18:38:47.906525
101,2333553,utip,https://utip.io/paultrinchini,[],217,2022-04-16 18:38:59.839469
102,2212183,tipeee,https://fr.tipeee.com/high-side,88 €,20,2022-04-16 18:39:07.296749
103,305904,paypal,https://www.paypal.me/epeeforte,[],[],2022-04-16 18:39:14.216063
104,380703,tipeee,https://www.tipeee.com/mathieu-milliot-realisation-video,€0,0,2022-04-16 18:39:21.080488
105,2316758,ulule,https://fr.ulule.com/decouvrez-le-motogp,[],[],2022-04-16 18:39:28.605936
106,2215095,utip,https://utip.io/tylton,[],147,2022-04-16 18:39:37.655610
107,2270195,tipeee,https://www.tipeee.com/linksthesun,[],[],2022-04-16 18:39:44.620742
108,2303366,utip,https://utip.io/linhthuu,[],131,2022-04-16 18:39:54.432381
109,2194338,utip,http://utip.io/sylvqin,[],4 099,2022-04-16 18:40:07.464140
110,2274656,tipeee,https://fr.tipeee.com/lucas_294-page-tipeee,[],0,2022-04-16 18:40:14.739035
111,18168,paypal,https://www.paypal.com/fr/home,[],[],2022-04-16 18:40:21.077529
112,2298134,tipeee,https://fr.tipeee.com/alexandre-moret,0 €,0,2022-04-16 18:40:27.833765
113,1561889,utip,https://utip.io/beautyanchor,[],35,2022-04-16 18:40:38.118354
114,327160,utip,https://utip.io/lechtigamer,[],2,2022-04-16 18:40:48.201061
115,2216355,utip,https://utip.io/salade93,[],1 016,2022-04-16 18:41:03.081479
116,901409,utip,https://www.utip.io/anthoxcolatips,[],14 558,2022-04-16 18:41:16.073355
117,2215,tipeee,https://fr.tipeee.com/uptow-nmadness,60 €,2,2022-04-16 18:41:24.420922
118,2193054,tipeee,https://en.tipeee.com/unechansonladdition,€40,11,2022-04-16 18:41:31.931316
119,1332232,utip,https://utip.io/doubledragonworkoutâ\x80\x8b,[],[],2022-04-16 18:41:40.785139
120,4791,kisskissbankbank,https://www.kisskissbankbank.com/fr/projects/unicornhouse,[],[],2022-04-16 18:42:49.303453
121,2248943,paypal,https://www.paypal.com/donate/?token=lJp2MQq0wyGHngBbu8XMqkjqKTp4eL59C7RAE6jyXKdkVUpbJWkgrFaEMJppMi-lZWKmBm&country.x=RO&locale.x=RO,[],[],2022-04-16 18:42:55.696325
122,472982,paypal,https://paypal.me/pools/c/8mYmxJpAMK,[],[],2022-04-16 18:43:19.070481
123,499533,utip,http://www.utip.io/orelly,[],790,2022-04-16 18:43:28.188944
124,2188589,paypal,https://www.paypal.com/cgi-bin/webscr,[],[],2022-04-16 18:43:36.370589
125,1207025,utip,http://utip.io/psiclo,[],955,2022-04-16 18:43:47.159270
126,702944,tipeee,https://www.tipeee.com/the-gaming-show,€0,0,2022-04-16 18:43:53.953278
127,186958,paypal,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=WHAP279TDSEML,[],[],2022-04-16 18:44:01.979454
128,435418,utip,https://utip.io/paradix,[],6,2022-04-16 18:44:15.625468
129,2158804,utip,https://utip.io/caramellapassions,[],31,2022-04-16 18:44:30.587222
130,2316575,utip,https://utip.io/mush,[],791,2022-04-16 18:44:48.041945
131,2260286,paypal,https://www.paypal.me/pastoufidu13,[],[],2022-04-16 18:44:56.055384
132,674022,ulule,https://fr.ulule.com/le-1er-album-de-wassa-sainte-nebuleuse,[],[],2022-04-16 18:45:06.995670
133,890283,paypal,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=Q276P2YK98YEJ,[],[],2022-04-16 18:45:15.949201
134,2245432,tipeee,https://fr.tipeee.com/vincent-vauclin,[],[],2022-04-16 18:45:23.062467
135,151107,patreon,https://www.patreon.com/posts/felixandre-x-32379171,[],[],2022-04-16 18:45:29.011636
136,2194928,tipeee,https://www.tipeee.com/saltyacademy,€0,0,2022-04-16 18:45:35.607856
137,2002261,tipeee,https://fr.tipeee.com/cokain-fr,87 €,16,2022-04-16 18:45:42.341967
138,1111425,utip,https://utip.io/natomix,[],821,2022-04-16 18:45:52.498117
139,2318639,paypal,https://paypal.me/pools/c/8lHJy4vM23,[],[],2022-04-16 18:46:16.639105
140,2301731,tipeee,https://fr.tipeee.com/les-philogynes,5 €,3,2022-04-16 18:46:23.403034
141,900371,tipeee,https://en.tipeee.com/greed,€0,0,2022-04-16 18:46:31.519792
142,341549,patreon,https://www.patreon.com/posts/55058317,[],[],2022-04-16 18:46:36.972587
143,647938,ulule,https://fr.ulule.com/portraits-de-chats,[],[],2022-04-16 18:46:44.681162
144,1013516,utip,https://utip.io/amhinataros,[],[],2022-04-16 18:46:53.861107
145,1898649,paypal,https://www.paypal.me/hafali,[],[],2022-04-16 18:47:01.751595
146,2147,kickstarter,https://www.kickstarter.com/projects/1162110258/6-siege-the-board-game?lang=fr,[],[],2022-04-16 18:47:07.905758
147,410900,tipeee,https://fr.tipeee.com/le-monde-de-darkanghells,0 €,0,2022-04-16 18:47:14.672715
148,681473,utip,http://utip.io/Bennnzz,[],1 915,2022-04-16 18:47:23.738795
149,1291,tipeee,http://www.tipeee.com/kriss,"€1,323",301,2022-04-16 18:47:31.691403
150,1683267,utip,https://utip.io/pwnz,[],534,2022-04-16 18:47:40.451622
151,2328237,patreon,https://www.patreon.com/alexmasse,[],[],2022-04-16 18:47:53.743123
152,902198,tudigo,https://www.tudigo.co/don/lecolieu-de-la-chabrerie?fbclid=IwAR28gf3Uk92DYibSG-Vvbcgk3WzeVhlNIoYrvjEsLsZkqfwxAN1HJxQi4WQ,[],[],2022-04-16 18:48:23.193820
153,1259259,patreon,https://www.patreon.com/teknoaxe,[],[],2022-04-16 18:48:36.628919
154,2107706,utip,https://utip.io/syplay/home,[],2 578,2022-04-16 18:48:52.058692
155,2281801,utip,https://utip.io/zeimeur,[],3,2022-04-16 18:49:08.781048
156,602866,patreon,https://www.patreon.com/EchaleMojoRemix,[],[],2022-04-16 18:49:21.600991
157,793110,utip,https://utip.io/gakiparody,[],2 160,2022-04-16 18:49:33.851569
158,810414,patreon,https://www.patreon.com/sonicether/posts,[],[],2022-04-16 18:49:39.416524
159,2186738,tipeee,https://fr.tipeee.com/le-petit-braquet,0 €,0,2022-04-16 18:49:52.177260
160,513234,utip,https://utip.io/nano,[],[],2022-04-16 18:50:00.973680
161,106658,paypal,https://www.paypal.me/piloyt,[],[],2022-04-16 18:50:07.880561
162,2291378,utip,https://utip.io/v/q2YEIgUS,[],[],2022-04-16 18:50:18.144923
163,1757248,utip,https://utip.io/feed/mrcrafteur,[],442,2022-04-16 18:50:32.470168
164,2039873,tipeee,https://www.tipeee.com/defakator,[],479,2022-04-16 18:50:46.249065
165,289284,tipeee,https://fr.tipeee.com/cuisinerapide,[],[],2022-04-16 18:50:54.182975
166,2318678,utip,https://utip.io/hubertaile,[],142,2022-04-16 18:51:03.654850
167,1454124,tipeee,https://www.tipeee.com/la-forge-d-aslak,€36,9,2022-04-16 18:51:20.122627
168,487813,tipeee,https://fr.tipeee.com/fannyfique,[],[],2022-04-16 18:51:27.746099
169,888867,paypal,https://www.paypal.com/pools/c/89nXjkAnol,[],[],2022-04-16 18:51:50.070547
170,645944,utip,https://www.utip.io/chrisâ\x80\x8bâ\x80\x8b,[],[],2022-04-16 18:51:58.706280
171,198356,patreon,https://www.patreon.com/WispJagster/posts,[],[],2022-04-16 18:52:04.058749
172,1303152,utip,https://utip.io/sussucre,[],3 119,2022-04-16 18:52:13.671337
173,1315602,paypal,https://www.paypal.com/pools/c/8fRRlUQPG2?_ga=1.111377155.663756897.1554404318,[],[],2022-04-16 18:52:36.288118
174,2325014,paypal,https://www.paypal.com/donate/?cmd=_s-xclick&hosted_button_id=8ZAGVH5FWNJEA&source=url,[],[],2022-04-16 18:52:43.369539
175,2320646,paypal,https://paypal.me/pools/c/8nNB4bCjXT,[],[],2022-04-16 18:53:06.156930
176,2091018,tipeee,https://fr.tipeee.com/kangoovan,3 €,2,2022-04-16 18:53:41.525419
177,2187611,utip,https://utip.io/Mixst,[],1 097,2022-04-16 18:53:55.848459
178,2303063,tipeee,https://fr.tipeee.com/fannyranson,0 €,0,2022-04-16 18:54:02.686767
179,835062,tipeee,https://fr.tipeee.com/about/why-tipeee,[],[],2022-04-16 18:54:09.973644
180,1842776,ulule,https://www.ulule.com/calendrierrsf,[],[],2022-04-16 18:54:17.647482
181,142228,kickstarter,https://www.kickstarter.com/projects/ampere/unravel-wireless-charging-station-travel-charger,[],[],2022-04-16 18:54:23.518817
182,2268566,paypal,https://paypal.me/pools/c/8A0sbGmeNq,[],[],2022-04-16 18:54:47.393555
183,2196779,tipeee,https://en.tipeee.com/cecile-co-s,€0,0,2022-04-16 18:54:56.210672
184,1031867,tipeee,https://fr.tipeee.com/captain-hype,62 €,15,2022-04-16 18:55:07.256571
185,1815,kickstarter,https://www.kickstarter.com/projects/ankamaanimations/wakfu-the-animated-series-season-4,[],[],2022-04-16 18:55:13.025228
186,2319317,paypal,https://www.paypal.me/haripear,[],[],2022-04-16 18:55:19.860656
187,873897,tipeee,https://www.tipeee.com/top-factory,€0,0,2022-04-16 18:55:31.274058
188,205963,paypal,https://www.paypal.com/fr/home,[],[],2022-04-16 18:55:37.733395
189,4315,kickstarter,https://www.kickstarter.com/projects/chimeralabs/other-her-loving-embrace,[],[],2022-04-16 18:55:44.029501
190,458451,utip,https://utip.io/feed/mafiastunting,[],997,2022-04-16 18:55:54.178862
191,1824722,utip,https://www.utip.io/desastreshow/shop,[],746,2022-04-16 18:56:02.831656
192,896439,patreon,https://www.patreon.com/bonezi,[],[],2022-04-16 18:56:15.440628
193,155780,kickstarter,https://www.kickstarter.com/projects/ankamaanimations/wakfu-the-animated-series-season-4,[],[],2022-04-16 18:56:21.355276
194,2296238,utip,https://utip.io/sonyalwu,[],1 807,2022-04-16 18:56:34.995969
195,760197,utip,https://utip.io/thomvstwittos,[],15,2022-04-16 18:56:44.502737
196,2236672,kisskissbankbank,https://www.kisskissbankbank.com/fr/projects/pensees-futiles,[],[],2022-04-16 18:56:53.417145
197,1692066,tipeee,https://www.tipeee.com/john-chibe-of-clan,€0,0,2022-04-16 18:57:01.759278
198,854120,tipeee,https://fr.tipeee.com/bugland,5 €,1,2022-04-16 18:57:08.800266
199,2186902,utip,https://utip.io/paradox,[],334,2022-04-16 18:57:19.824129
200,542447,utip,https://utip.io/merj1,[],293,2022-04-16 18:57:29.551866
201,901170,utip,https://utip.io/tuturval,[],200,2022-04-16 18:57:44.220253
202,8731,utip,https://utip.io/illusdidi,[],12,2022-04-16 18:57:54.038770
203,1670034,kickstarter,https://www.kickstarter.com/profile/danprovost/created,[],[],2022-04-16 18:58:00.466891
204,865850,tipeee,http://www.tipeee.com/jeff-photographie,€11,3,2022-04-16 18:58:11.172541
205,2303609,tipeee,https://fr.tipeee.com/miracle-dream-production,6 €,2,2022-04-16 18:58:46.351853
206,413511,utip,https://utip.io/darkyholmes,[],8,2022-04-16 18:58:55.543103
207,1458940,kickstarter,https://www.kickstarter.com/projects/bloominglibrary/garden-library-a-floral-hard-enamel-pin-collection,[],[],2022-04-16 18:59:01.708223
208,33741,tipeee,https://www.tipeee.com/toonstudiosprod,€0,0,2022-04-16 18:59:09.312716
209,4,ulule,https://fr.ulule.com/semaine-des-refugies-2019,[],[],2022-04-16 18:59:18.518906
210,2015,utip,https://utip.io/raphaelcarel,[],45,2022-04-16 18:59:30.988477
211,2319068,tipeee,https://fr.tipeee.com/le-journal-de-lespace,126 €,36,2022-04-16 18:59:38.238418
212,1078624,patreon,https://www.patreon.com/sunsup,[],[],2022-04-16 18:59:50.457484
213,2258305,tipeee,https://fr.tipeee.com/schilofficiel,0 €,0,2022-04-16 19:00:04.107636
214,1795183,utip,https://utip.io/derrierelesfagots,[],67,2022-04-16 19:00:15.556284
215,168400,tipeee,https://www.tipeee.com/frankcotty,€1,1,2022-04-16 19:00:25.924703
216,2056256,tipeee,https://fr.tipeee.com/iplay4you3103,0 €,0,2022-04-16 19:00:40.551459
217,2191013,utip,https://www.utip.io/aymenz3r,[],2 115,2022-04-16 19:00:54.508633
218,4211,paypal,https://www.paypal.com/donate?token=cNRCZrS_MQ5JQ6wsCnmFQXz7-BbVolWLsmwKF29-vTk26yNLuHyfcEepHxW0R-A6vhAfdG&country.x=FR&locale.x=FR,[],[],2022-04-16 19:01:00.809385
219,1286489,utip,https://www.utip.io/2kclash,[],554,2022-04-16 19:01:09.730032
220,2180481,utip,https://utip.io/pierre,[],1 541,2022-04-16 19:01:22.302688
221,859753,ulule,https://fr.ulule.com/gelatine-flash-cobra,[],[],2022-04-16 19:01:29.951527
222,1641905,tipeee,https://fr.tipeee.com/zorka-sdf,[],[],2022-04-16 19:01:37.480741
223,1046330,utip,https://utip.io/aikal,[],117,2022-04-16 19:01:46.635303
224,836570,tipeee,https://fr.tipeee.com/hittheroad,5 778 €,2 195,2022-04-16 19:01:53.698721
225,3096,tipeee,https://fr.tipeee.com/playerone-tv,58 €,11,2022-04-16 19:02:00.796476
226,2294643,paypal,https://paypal.me/pools/c/8lHJy4vM23,[],[],2022-04-16 19:02:16.640084
227,13836,patreon,https://www.patreon.com/LiQWYD,[],[],2022-04-16 19:02:32.402629
228,1241453,tipeee,https://www.tipeee.com/tatiana-ventose,"€2,189",335,2022-04-16 19:02:40.543262
229,1682359,utip,https://www.utip.io/expliquemoiencore/shop,[],2 144,2022-04-16 19:02:49.288329
230,2105501,patreon,https://www.patreon.com/MickaelJ,[],[],2022-04-16 19:03:03.228079
231,2250631,tipeee,https://fr.tipeee.com/crazysally,[],26,2022-04-16 19:03:11.863240
232,2245126,utip,https://utip.io/antyss77,[],9,2022-04-16 19:03:20.181332
233,2105829,tipeee,https://www.tipeee.com/chat,[],104,2022-04-16 19:03:27.336931
234,600933,ulule,https://fr.ulule.com/la-parodie-dont-vous-etes-le-heros/,[],[],2022-04-16 19:03:34.885366
235,838903,utip,https://utip.io/easyblush,[],271,2022-04-16 19:03:47.345473
236,197132,patreon,https://patreon.com/valentinbraem,[],[],2022-04-16 19:03:56.274073
237,2202205,utip,https://utip.io/chiisana,[],298,2022-04-16 19:04:07.786033
238,854634,utip,https://Utip.io/Boulesto,[],[],2022-04-16 19:04:17.673101
239,782956,utip,https://utip.io/franckbrusset/tip,[],[],2022-04-16 19:04:27.154818
240,1739929,utip,https://www.utip.io/leabazzar,[],254,2022-04-16 19:04:37.879450
241,2287628,tipeee,https://fr.tipeee.com/toflawin,0 €,0,2022-04-16 19:04:47.979228
242,2317109,patreon,https://www.patreon.com/pde,[],[],2022-04-16 19:05:01.051135
243,2205606,ulule,http://fr.ulule.com/ppanam-pop-up-store,[],[],2022-04-16 19:05:08.733666
244,311454,patreon,https://www.patreon.com/cerno,[],[],2022-04-16 19:05:21.085580
245,1890604,patreon,https://www.patreon.com/Guilliantv?fan_landing=true,[],[],2022-04-16 19:05:29.923031
246,1023162,utip,https://utip.io/sarildraw,[],5 321,2022-04-16 19:05:42.136028
247,1370806,tipeee,https://www.tipeee.com/cookie-connecte,€6,5,2022-04-16 19:05:49.276627
248,480,ulule,https://fr.ulule.com/inseparables3,[],[],2022-04-16 19:05:57.216064
249,321959,utip,https://www.utip.io/jantonitv,[],226,2022-04-16 19:06:05.629729
250,2279065,utip,https://www.utip.io/edenarttv,[],8,2022-04-16 19:06:14.274247
251,847366,tipeee,https://www.tipeee.com/winteractivity,[],[],2022-04-16 19:06:20.962187
252,324608,paypal,https://www.paypal.me/ecoubli,[],[],2022-04-16 19:06:27.916867
253,4513,kisskissbankbank,https://www.kisskissbankbank.com/fr/projects/unicornhouse,[],[],2022-04-16 19:06:36.829797
254,2248811,paypal,https://www.paypal.me/guiljl,[],[],2022-04-16 19:06:43.833760
255,2320811,utip,https://utip.io/lepointgenius,[],679,2022-04-16 19:06:53.289527
256,1480069,utip,https://utip.io/Regelegorila,[],[],2022-04-16 19:07:01.450935
257,2316866,tipeee,https://fr.tipeee.com/maitre-luger,83 €,25,2022-04-16 19:07:11.420928
258,868433,ulule,https://mobile.ulule.com/tubonia-tome-2/?lang=fr,[],[],2022-04-16 19:07:19.807071
259,453548,kisskissbankbank,https://www.kisskissbankbank.com/fr/projects/dtg-utopies,[],[],2022-04-16 19:07:28.586217
260,200023,utip,https://www.utip.io/kirbendo,[],3 247,2022-04-16 19:07:38.599754
261,2269589,utip,https://www.utip.io/neotikz,[],384,2022-04-16 19:07:51.571413
262,168314,utip,https://utip.io/mrmldeg,[],385,2022-04-16 19:08:01.139036
263,2321996,utip,https://utip.io/minimacrosseur,[],135,2022-04-16 19:08:10.156310
264,1940812,paypal,https://www.paypal.me/hedi64/25,[],[],2022-04-16 19:08:17.282026
265,3690,utip,https://utip.io/lachainequideboite,[],745,2022-04-16 19:08:26.386210
266,4155,utip,https://utip.io/varobaz,[],131,2022-04-16 19:08:38.080722
267,1707,kickstarter,https://www.kickstarter.com/projects/infograpik/meepik-put-a-voice-on-your-face,[],[],2022-04-16 19:08:44.685275
268,4505,utip,https://utip.io/MessieursCitronnelle,[],196,2022-04-16 19:08:53.883499
269,1033436,utip,https://utip.io/travelwithtony,[],28,2022-04-16 19:09:02.790406
270,1543392,paypal,https://www.paypal.com/donate/?token=HlUuXwGrtxZVE-8AhDQQZ8AHoFk79v0IRr-ZP9_ErVDMA9yctrv1zkLwIdI-FlO13ch3q0&fromUL=true&country.x=FR&locale.x=fr_FR,[],[],2022-04-16 19:09:09.019877
271,2291586,paypal,https://www.paypal.me/Meilleurarab,[],[],2022-04-16 19:09:15.642801
272,810993,utip,https://utip.io/kykysama,[],36,2022-04-16 19:09:28.001361
